Maker,Year,Registrations,YoY_pct
DHIMAN BROTHERS,2021,5,
DHIMAN BROTHERS,2022,4,-20.0
DHIMAN BROTHERS,2023,4,0.0
DHIMAN BROTHERS,2024,2,-50.0
DHIMAN BROTHERS,2025,2,0.0
DHRITI ENTERPRISES,2021,0,
DHRITI ENTERPRISES,2022,0,
DHRITI ENTERPRISES,2023,1,inf
DHRITI ENTERPRISES,2024,124,12300.0
DHRITI ENTERPRISES,2025,73,-41.13
DIAMOND E VEHICLES,2021,26,
DIAMOND E VEHICLES,2022,303,1065.38
DIAMOND E VEHICLES,2023,604,99.34
DIAMOND E VEHICLES,2024,450,-25.5
DIAMOND E VEHICLES,2025,619,37.56
"DIAMOND ENGG,CTC",2021,10,
"DIAMOND ENGG,CTC",2022,34,240.0
"DIAMOND ENGG,CTC",2023,36,5.88
"DIAMOND ENGG,CTC",2024,36,0.0
"DIAMOND ENGG,CTC",2025,10,-72.22
DIAMOND ENGINEERING CUTTACK BHANPUR,2021,0,
DIAMOND ENGINEERING CUTTACK BHANPUR,2022,0,
DIAMOND ENGINEERING CUTTACK BHANPUR,2023,0,
DIAMOND ENGINEERING CUTTACK BHANPUR,2024,1,inf
DIAMOND ENGINEERING CUTTACK BHANPUR,2025,15,1400.0
DILIGENT MOBILITY SERVICE PVT LTD,2021,0,
DILIGENT MOBILITY SERVICE PVT LTD,2022,0,
DILIGENT MOBILITY SERVICE PVT LTD,2023,0,
DILIGENT MOBILITY SERVICE PVT LTD,2024,1,inf
DILIGENT MOBILITY SERVICE PVT LTD,2025,0,-100.0
DILLI ELECTRIC AUTO PVT LTD,2021,5419,
DILLI ELECTRIC AUTO PVT LTD,2022,14326,164.37
DILLI ELECTRIC AUTO PVT LTD,2023,25104,75.23
DILLI ELECTRIC AUTO PVT LTD,2024,25041,-0.25
DILLI ELECTRIC AUTO PVT LTD,2025,12944,-48.31
DISCOVER AXLES INDIA PVT LTD,2021,1,
DISCOVER AXLES INDIA PVT LTD,2022,0,-100.0
DISCOVER AXLES INDIA PVT LTD,2023,0,
DISCOVER AXLES INDIA PVT LTD,2024,0,
DISCOVER AXLES INDIA PVT LTD,2025,0,
DIVANSHU AUTOMOBILES LIMITED,2021,2,
DIVANSHU AUTOMOBILES LIMITED,2022,0,-100.0
DIVANSHU AUTOMOBILES LIMITED,2023,0,
DIVANSHU AUTOMOBILES LIMITED,2024,0,
DIVANSHU AUTOMOBILES LIMITED,2025,0,
DIVANSU AUTOMOBILES LTD,2021,33,
DIVANSU AUTOMOBILES LTD,2022,142,330.3
DIVANSU AUTOMOBILES LTD,2023,145,2.11
DIVANSU AUTOMOBILES LTD,2024,109,-24.83
DIVANSU AUTOMOBILES LTD,2025,70,-35.78
DIVYA ENTERPRISES,2021,416,
DIVYA ENTERPRISES,2022,744,78.85
DIVYA ENTERPRISES,2023,1026,37.9
DIVYA ENTERPRISES,2024,721,-29.73
DIVYA ENTERPRISES,2025,472,-34.54
DIVYA VARALAKSHMI INDUSTRY,2021,0,
DIVYA VARALAKSHMI INDUSTRY,2022,0,
DIVYA VARALAKSHMI INDUSTRY,2023,0,
DIVYA VARALAKSHMI INDUSTRY,2024,0,
DIVYA VARALAKSHMI INDUSTRY,2025,5,inf
DIWA GREEN TECHNOLOGY PVT LTD,2021,2,
DIWA GREEN TECHNOLOGY PVT LTD,2022,0,-100.0
DIWA GREEN TECHNOLOGY PVT LTD,2023,0,
DIWA GREEN TECHNOLOGY PVT LTD,2024,0,
DIWA GREEN TECHNOLOGY PVT LTD,2025,0,
DODGE MOTORS,2021,1,
DODGE MOTORS,2022,2,100.0
DODGE MOTORS,2023,1,-50.0
DODGE MOTORS,2024,3,200.0
DODGE MOTORS,2025,0,-100.0
DODIYA AGRO WORKS,2021,3,
DODIYA AGRO WORKS,2022,1,-66.67
DODIYA AGRO WORKS,2023,0,-100.0
DODIYA AGRO WORKS,2024,0,
DODIYA AGRO WORKS,2025,0,
DONGMA VEHICLE (IMPORTER: MERCURY METALS),2021,0,
DONGMA VEHICLE (IMPORTER: MERCURY METALS),2022,0,
DONGMA VEHICLE (IMPORTER: MERCURY METALS),2023,11,inf
DONGMA VEHICLE (IMPORTER: MERCURY METALS),2024,35,218.18
DONGMA VEHICLE (IMPORTER: MERCURY METALS),2025,0,-100.0
DOOSAN BOBCAT INDIA PVT LTD,2021,548,
DOOSAN BOBCAT INDIA PVT LTD,2022,503,-8.21
DOOSAN BOBCAT INDIA PVT LTD,2023,556,10.54
DOOSAN BOBCAT INDIA PVT LTD,2024,575,3.42
DOOSAN BOBCAT INDIA PVT LTD,2025,451,-21.57
DOOSAN INT INDIA PVT LTD,2021,26,
DOOSAN INT INDIA PVT LTD,2022,1,-96.15
DOOSAN INT INDIA PVT LTD,2023,0,-100.0
DOOSAN INT INDIA PVT LTD,2024,0,
DOOSAN INT INDIA PVT LTD,2025,3,inf
DOZCO (INDIA) PVT LTD,2021,0,
DOZCO (INDIA) PVT LTD,2022,0,
DOZCO (INDIA) PVT LTD,2023,0,
DOZCO (INDIA) PVT LTD,2024,0,
DOZCO (INDIA) PVT LTD,2025,1,inf
DSF INDUSTRIES PVT LTD,2021,18,
DSF INDUSTRIES PVT LTD,2022,14,-22.22
DSF INDUSTRIES PVT LTD,2023,26,85.71
DSF INDUSTRIES PVT LTD,2024,5,-80.77
DSF INDUSTRIES PVT LTD,2025,0,-100.0
DSK MOTOWHEELS PVT LTD.,2021,0,
DSK MOTOWHEELS PVT LTD.,2022,1,inf
DSK MOTOWHEELS PVT LTD.,2023,0,-100.0
DSK MOTOWHEELS PVT LTD.,2024,0,
DSK MOTOWHEELS PVT LTD.,2025,0,
DSR EV MOBILITY PVT LTD,2021,0,
DSR EV MOBILITY PVT LTD,2022,0,
DSR EV MOBILITY PVT LTD,2023,3,inf
DSR EV MOBILITY PVT LTD,2024,55,1733.33
DSR EV MOBILITY PVT LTD,2025,19,-65.45
DUCATI INDIA PVT LTD,2021,288,
DUCATI INDIA PVT LTD,2022,374,29.86
DUCATI INDIA PVT LTD,2023,359,-4.01
DUCATI INDIA PVT LTD,2024,368,2.51
DUCATI INDIA PVT LTD,2025,226,-38.59
DUCATI MOTOR HOLDING S.P.A,2021,0,
DUCATI MOTOR HOLDING S.P.A,2022,2,inf
DUCATI MOTOR HOLDING S.P.A,2023,1,-50.0
DUCATI MOTOR HOLDING S.P.A,2024,1,0.0
DUCATI MOTOR HOLDING S.P.A,2025,0,-100.0
DUKE AUTO INDIA,2021,428,
DUKE AUTO INDIA,2022,610,42.52
DUKE AUTO INDIA,2023,934,53.11
DUKE AUTO INDIA,2024,799,-14.45
DUKE AUTO INDIA,2025,646,-19.15
DULEVO INDIA PVT LTD,2021,11,
DULEVO INDIA PVT LTD,2022,12,9.09
DULEVO INDIA PVT LTD,2023,26,116.67
DULEVO INDIA PVT LTD,2024,30,15.38
DULEVO INDIA PVT LTD,2025,12,-60.0
"DURGA & DURGA ENG WORKS, HALADIAPADAR, GANJAM",2021,19,
"DURGA & DURGA ENG WORKS, HALADIAPADAR, GANJAM",2022,3,-84.21
"DURGA & DURGA ENG WORKS, HALADIAPADAR, GANJAM",2023,13,333.33
"DURGA & DURGA ENG WORKS, HALADIAPADAR, GANJAM",2024,4,-69.23
"DURGA & DURGA ENG WORKS, HALADIAPADAR, GANJAM",2025,1,-75.0
"DURGA AGRO ENGG,BALASORE",2021,28,
"DURGA AGRO ENGG,BALASORE",2022,32,14.29
"DURGA AGRO ENGG,BALASORE",2023,25,-21.88
"DURGA AGRO ENGG,BALASORE",2024,10,-60.0
"DURGA AGRO ENGG,BALASORE",2025,0,-100.0
DURGA AGRO WORKS,2021,2,
DURGA AGRO WORKS,2022,0,-100.0
DURGA AGRO WORKS,2023,1,inf
DURGA AGRO WORKS,2024,5,400.0
DURGA AGRO WORKS,2025,2,-60.0
DURGA AND DURGA ENG WORKS GANJAM HALADIAPADAR,2021,0,
DURGA AND DURGA ENG WORKS GANJAM HALADIAPADAR,2022,0,
DURGA AND DURGA ENG WORKS GANJAM HALADIAPADAR,2023,0,
DURGA AND DURGA ENG WORKS GANJAM HALADIAPADAR,2024,2,inf
DURGA AND DURGA ENG WORKS GANJAM HALADIAPADAR,2025,5,150.0
DURGA ENGINEERING BHADRAK CHARAMPA,2021,0,
DURGA ENGINEERING BHADRAK CHARAMPA,2022,0,
DURGA ENGINEERING BHADRAK CHARAMPA,2023,0,
DURGA ENGINEERING BHADRAK CHARAMPA,2024,1,inf
DURGA ENGINEERING BHADRAK CHARAMPA,2025,5,400.0
DURGA ENGINEERING WORKS,2021,282,
DURGA ENGINEERING WORKS,2022,14,-95.04
DURGA ENGINEERING WORKS,2023,108,671.43
DURGA ENGINEERING WORKS,2024,18,-83.33
DURGA ENGINEERING WORKS,2025,4,-77.78
DURGA FILTERS PVT LTD,2021,0,
DURGA FILTERS PVT LTD,2022,0,
DURGA FILTERS PVT LTD,2023,2,inf
DURGA FILTERS PVT LTD,2024,5,150.0
DURGA FILTERS PVT LTD,2025,3,-40.0
DURGA MECHANIC WORKS,2021,0,
DURGA MECHANIC WORKS,2022,0,
DURGA MECHANIC WORKS,2023,0,
DURGA MECHANIC WORKS,2024,0,
DURGA MECHANIC WORKS,2025,18,inf
DURGA TRACTORS PVT LTD,2021,0,
DURGA TRACTORS PVT LTD,2022,1,inf
DURGA TRACTORS PVT LTD,2023,0,-100.0
DURGA TRACTORS PVT LTD,2024,0,
DURGA TRACTORS PVT LTD,2025,0,
"DURGA&DURGA ENGG WORKS,BHMPUR",2021,7,
"DURGA&DURGA ENGG WORKS,BHMPUR",2022,3,-57.14
"DURGA&DURGA ENGG WORKS,BHMPUR",2023,7,133.33
"DURGA&DURGA ENGG WORKS,BHMPUR",2024,12,71.43
"DURGA&DURGA ENGG WORKS,BHMPUR",2025,2,-83.33
"DWARI ENGG WORKS,SAMBALPUR",2021,10,
"DWARI ENGG WORKS,SAMBALPUR",2022,8,-20.0
"DWARI ENGG WORKS,SAMBALPUR",2023,9,12.5
"DWARI ENGG WORKS,SAMBALPUR",2024,1,-88.89
"DWARI ENGG WORKS,SAMBALPUR",2025,0,-100.0
DWARI ENGINEERS SAMBALPUR JAIL CHOWK,2021,0,
DWARI ENGINEERS SAMBALPUR JAIL CHOWK,2022,0,
DWARI ENGINEERS SAMBALPUR JAIL CHOWK,2023,0,
DWARI ENGINEERS SAMBALPUR JAIL CHOWK,2024,0,
DWARI ENGINEERS SAMBALPUR JAIL CHOWK,2025,2,inf
DYNAPAC COMPACTION EQUIPMENT,2021,4,
DYNAPAC COMPACTION EQUIPMENT,2022,1,-75.0
DYNAPAC COMPACTION EQUIPMENT,2023,0,-100.0
DYNAPAC COMPACTION EQUIPMENT,2024,0,
DYNAPAC COMPACTION EQUIPMENT,2025,0,
DYNAPAC ROAD CONSTRUCTION EQUIPMENT INDIA PVT LTD,2021,114,
DYNAPAC ROAD CONSTRUCTION EQUIPMENT INDIA PVT LTD,2022,94,-17.54
DYNAPAC ROAD CONSTRUCTION EQUIPMENT INDIA PVT LTD,2023,122,29.79
DYNAPAC ROAD CONSTRUCTION EQUIPMENT INDIA PVT LTD,2024,165,35.25
DYNAPAC ROAD CONSTRUCTION EQUIPMENT INDIA PVT LTD,2025,126,-23.64
DYNAVOLT TECHNOLOGY INDIA LTD,2021,11,
DYNAVOLT TECHNOLOGY INDIA LTD,2022,11,0.0
DYNAVOLT TECHNOLOGY INDIA LTD,2023,0,-100.0
DYNAVOLT TECHNOLOGY INDIA LTD,2024,1,inf
DYNAVOLT TECHNOLOGY INDIA LTD,2025,0,-100.0
DYS IMPEX PRIVATE LIMITED,2021,121,
DYS IMPEX PRIVATE LIMITED,2022,421,247.93
DYS IMPEX PRIVATE LIMITED,2023,751,78.38
DYS IMPEX PRIVATE LIMITED,2024,888,18.24
DYS IMPEX PRIVATE LIMITED,2025,503,-43.36
E ROYCE MOTORS INDIA PVT LTD,2021,448,
E ROYCE MOTORS INDIA PVT LTD,2022,1381,208.26
E ROYCE MOTORS INDIA PVT LTD,2023,1301,-5.79
E ROYCE MOTORS INDIA PVT LTD,2024,931,-28.44
E ROYCE MOTORS INDIA PVT LTD,2025,1352,45.22
E-ASHWA AUTOMOTIVE (HS 2W) PVT LTD,2021,0,
E-ASHWA AUTOMOTIVE (HS 2W) PVT LTD,2022,0,
E-ASHWA AUTOMOTIVE (HS 2W) PVT LTD,2023,0,
E-ASHWA AUTOMOTIVE (HS 2W) PVT LTD,2024,1,inf
E-ASHWA AUTOMOTIVE (HS 2W) PVT LTD,2025,0,-100.0
E-ASHWA AUTOMOTIVE PVT LTD,2021,74,
E-ASHWA AUTOMOTIVE PVT LTD,2022,129,74.32
E-ASHWA AUTOMOTIVE PVT LTD,2023,240,86.05
E-ASHWA AUTOMOTIVE PVT LTD,2024,112,-53.33
E-ASHWA AUTOMOTIVE PVT LTD,2025,18,-83.93
E-GURU AUTO ENERGY,2021,0,
E-GURU AUTO ENERGY,2022,12,inf
E-GURU AUTO ENERGY,2023,125,941.67
E-GURU AUTO ENERGY,2024,261,108.8
E-GURU AUTO ENERGY,2025,77,-70.5
E-MOTION AUTOMOTIVE INDUSTRY LLP,2021,108,
E-MOTION AUTOMOTIVE INDUSTRY LLP,2022,369,241.67
E-MOTION AUTOMOTIVE INDUSTRY LLP,2023,470,27.37
E-MOTION AUTOMOTIVE INDUSTRY LLP,2024,448,-4.68
E-MOTION AUTOMOTIVE INDUSTRY LLP,2025,269,-39.96
E-SPRINTO GREEN ENERGY PVT LTD,2021,0,
E-SPRINTO GREEN ENERGY PVT LTD,2022,0,
E-SPRINTO GREEN ENERGY PVT LTD,2023,116,inf
E-SPRINTO GREEN ENERGY PVT LTD,2024,882,660.34
E-SPRINTO GREEN ENERGY PVT LTD,2025,3234,266.67
EAGLE AUTO PEARL PVT,2021,0,
EAGLE AUTO PEARL PVT,2022,1,inf
EAGLE AUTO PEARL PVT,2023,1,0.0
EAGLE AUTO PEARL PVT,2024,0,-100.0
EAGLE AUTO PEARL PVT,2025,0,
EARTH MOBILITY,2021,0,
EARTH MOBILITY,2022,0,
EARTH MOBILITY,2023,0,
EARTH MOBILITY,2024,0,
EARTH MOBILITY,2025,3,inf
EBUZZ MOBILITY LLP,2021,0,
EBUZZ MOBILITY LLP,2022,1,inf
EBUZZ MOBILITY LLP,2023,17,1600.0
EBUZZ MOBILITY LLP,2024,29,70.59
EBUZZ MOBILITY LLP,2025,15,-48.28
ECO DYNAAMIC EQUIPMENTS,2021,24,
ECO DYNAAMIC EQUIPMENTS,2022,47,95.83
ECO DYNAAMIC EQUIPMENTS,2023,74,57.45
ECO DYNAAMIC EQUIPMENTS,2024,97,31.08
ECO DYNAAMIC EQUIPMENTS,2025,52,-46.39
ECO FUEL SYSTEMS (I) PVT LTD,2021,280,
ECO FUEL SYSTEMS (I) PVT LTD,2022,728,160.0
ECO FUEL SYSTEMS (I) PVT LTD,2023,595,-18.27
ECO FUEL SYSTEMS (I) PVT LTD,2024,192,-67.73
ECO FUEL SYSTEMS (I) PVT LTD,2025,100,-47.92
ECO SMART VEHICLES PVT LTD,2021,154,
ECO SMART VEHICLES PVT LTD,2022,453,194.16
ECO SMART VEHICLES PVT LTD,2023,1245,174.83
ECO SMART VEHICLES PVT LTD,2024,1271,2.09
ECO SMART VEHICLES PVT LTD,2025,608,-52.16
ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,2021,9,
ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,2022,29,222.22
ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,2023,1,-96.55
ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,2024,361,36000.0
ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,2025,184,-49.03
ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2021,0,
ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2022,0,
ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2023,0,
ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2024,59,inf
ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2025,19,-67.8
ECOPLANET MOTORS PVT LTD,2021,0,
ECOPLANET MOTORS PVT LTD,2022,0,
ECOPLANET MOTORS PVT LTD,2023,0,
ECOPLANET MOTORS PVT LTD,2024,0,
ECOPLANET MOTORS PVT LTD,2025,1,inf
ECOYAN ELECTRIC MOTOR VEHICLES PVT LTD,2021,8,
ECOYAN ELECTRIC MOTOR VEHICLES PVT LTD,2022,4,-50.0
ECOYAN ELECTRIC MOTOR VEHICLES PVT LTD,2023,7,75.0
ECOYAN ELECTRIC MOTOR VEHICLES PVT LTD,2024,0,-100.0
ECOYAN ELECTRIC MOTOR VEHICLES PVT LTD,2025,0,
EDMRC MANNSCHAFT LLP,2021,36,
EDMRC MANNSCHAFT LLP,2022,49,36.11
EDMRC MANNSCHAFT LLP,2023,89,81.63
EDMRC MANNSCHAFT LLP,2024,28,-68.54
EDMRC MANNSCHAFT LLP,2025,11,-60.71
EEVEE ENGINEERING PVT LTD,2021,14,
EEVEE ENGINEERING PVT LTD,2022,20,42.86
EEVEE ENGINEERING PVT LTD,2023,1,-95.0
EEVEE ENGINEERING PVT LTD,2024,2,100.0
EEVEE ENGINEERING PVT LTD,2025,0,-100.0
EFEV CHARGING SOLUTION PVT LTD,2021,0,
EFEV CHARGING SOLUTION PVT LTD,2022,82,inf
EFEV CHARGING SOLUTION PVT LTD,2023,526,541.46
EFEV CHARGING SOLUTION PVT LTD,2024,484,-7.98
EFEV CHARGING SOLUTION PVT LTD,2025,912,88.43
EICHER MOTORS LTD,2021,68,
EICHER MOTORS LTD,2022,59,-13.24
EICHER MOTORS LTD,2023,32,-45.76
EICHER MOTORS LTD,2024,18,-43.75
EICHER MOTORS LTD,2025,4,-77.78
EICHER TRACTORS,2021,53149,
EICHER TRACTORS,2022,53379,0.43
EICHER TRACTORS,2023,56657,6.14
EICHER TRACTORS,2024,59501,5.02
EICHER TRACTORS,2025,35187,-40.86
EIMCO ELECON,2021,23,
EIMCO ELECON,2022,12,-47.83
EIMCO ELECON,2023,3,-75.0
EIMCO ELECON,2024,11,266.67
EIMCO ELECON,2025,7,-36.36
ELECTRA INTERNATIONAL,2021,0,
ELECTRA INTERNATIONAL,2022,0,
ELECTRA INTERNATIONAL,2023,7,inf
ELECTRA INTERNATIONAL,2024,29,314.29
ELECTRA INTERNATIONAL,2025,142,389.66
ELECTRECA VEHICLES,2021,49,
ELECTRECA VEHICLES,2022,93,89.8
ELECTRECA VEHICLES,2023,73,-21.51
ELECTRECA VEHICLES,2024,40,-45.21
ELECTRECA VEHICLES,2025,1,-97.5
ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2021,0,
ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2022,0,
ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2023,43,inf
ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2024,5,-88.37
ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2025,38,660.0
ELECTRO ARO AUTOMOTIVE PVT LTD,2021,0,
ELECTRO ARO AUTOMOTIVE PVT LTD,2022,0,
ELECTRO ARO AUTOMOTIVE PVT LTD,2023,0,
ELECTRO ARO AUTOMOTIVE PVT LTD,2024,0,
ELECTRO ARO AUTOMOTIVE PVT LTD,2025,36,inf
ELECTRODRIVE VEHICLES PVT LTD,2021,0,
ELECTRODRIVE VEHICLES PVT LTD,2022,0,
ELECTRODRIVE VEHICLES PVT LTD,2023,0,
ELECTRODRIVE VEHICLES PVT LTD,2024,34,inf
ELECTRODRIVE VEHICLES PVT LTD,2025,149,338.24
ELECTROTECH TRANSMISSION PVT LTD,2021,0,
ELECTROTECH TRANSMISSION PVT LTD,2022,0,
ELECTROTECH TRANSMISSION PVT LTD,2023,1,inf
ELECTROTECH TRANSMISSION PVT LTD,2024,2,100.0
ELECTROTECH TRANSMISSION PVT LTD,2025,0,-100.0
ELECTROTHERM (INDIA) LIMITED,2021,35,
ELECTROTHERM (INDIA) LIMITED,2022,5,-85.71
ELECTROTHERM (INDIA) LIMITED,2023,4,-20.0
ELECTROTHERM (INDIA) LIMITED,2024,0,-100.0
ELECTROTHERM (INDIA) LIMITED,2025,11,inf
ELEGO MOTORS PVT LTD,2021,0,
ELEGO MOTORS PVT LTD,2022,0,
ELEGO MOTORS PVT LTD,2023,0,
ELEGO MOTORS PVT LTD,2024,29,inf
ELEGO MOTORS PVT LTD,2025,15,-48.28
ELEPHANTA INDUSTRIES PVT LTD,2021,18,
ELEPHANTA INDUSTRIES PVT LTD,2022,49,172.22
ELEPHANTA INDUSTRIES PVT LTD,2023,11,-77.55
ELEPHANTA INDUSTRIES PVT LTD,2024,14,27.27
ELEPHANTA INDUSTRIES PVT LTD,2025,33,135.71
ELGIN SWEEPER CO USA,2021,3,
ELGIN SWEEPER CO USA,2022,2,-33.33
ELGIN SWEEPER CO USA,2023,0,-100.0
ELGIN SWEEPER CO USA,2024,1,inf
ELGIN SWEEPER CO USA,2025,0,-100.0
ELITE AUTO ENGINEERS PVT LTD,2021,229,
ELITE AUTO ENGINEERS PVT LTD,2022,510,122.71
ELITE AUTO ENGINEERS PVT LTD,2023,1200,135.29
ELITE AUTO ENGINEERS PVT LTD,2024,1440,20.0
ELITE AUTO ENGINEERS PVT LTD,2025,599,-58.4
ELSA CONCRETING MACHINERY INDIA PVT LTD,2021,8,
ELSA CONCRETING MACHINERY INDIA PVT LTD,2022,4,-50.0
ELSA CONCRETING MACHINERY INDIA PVT LTD,2023,13,225.0
ELSA CONCRETING MACHINERY INDIA PVT LTD,2024,19,46.15
ELSA CONCRETING MACHINERY INDIA PVT LTD,2025,16,-15.79
ELTHOR ENERGY PRIVATE LIMITED,2021,402,
ELTHOR ENERGY PRIVATE LIMITED,2022,735,82.84
ELTHOR ENERGY PRIVATE LIMITED,2023,230,-68.71
ELTHOR ENERGY PRIVATE LIMITED,2024,203,-11.74
ELTHOR ENERGY PRIVATE LIMITED,2025,40,-80.3
EMOBI MANUFACTURY PRIVATE LIMITED,2021,3,
EMOBI MANUFACTURY PRIVATE LIMITED,2022,0,-100.0
EMOBI MANUFACTURY PRIVATE LIMITED,2023,0,
EMOBI MANUFACTURY PRIVATE LIMITED,2024,0,
EMOBI MANUFACTURY PRIVATE LIMITED,2025,17,inf
ENABLING E-VEHICLE PVT LTD,2021,0,
ENABLING E-VEHICLE PVT LTD,2022,0,
ENABLING E-VEHICLE PVT LTD,2023,0,
ENABLING E-VEHICLE PVT LTD,2024,79,inf
ENABLING E-VEHICLE PVT LTD,2025,440,456.96
ENERGY ELECTRIC VEHICLES,2021,3075,
ENERGY ELECTRIC VEHICLES,2022,6266,103.77
ENERGY ELECTRIC VEHICLES,2023,11084,76.89
ENERGY ELECTRIC VEHICLES,2024,13388,20.79
ENERGY ELECTRIC VEHICLES,2025,7818,-41.6
ENGINIA VEHICLES PVT LTD,2021,1,
ENGINIA VEHICLES PVT LTD,2022,0,-100.0
ENGINIA VEHICLES PVT LTD,2023,188,inf
ENGINIA VEHICLES PVT LTD,2024,566,201.06
ENGINIA VEHICLES PVT LTD,2025,721,27.39
ENGTIAN ELECTRIC BIKE PVT LTD,2021,0,
ENGTIAN ELECTRIC BIKE PVT LTD,2022,141,inf
ENGTIAN ELECTRIC BIKE PVT LTD,2023,472,234.75
ENGTIAN ELECTRIC BIKE PVT LTD,2024,458,-2.97
ENGTIAN ELECTRIC BIKE PVT LTD,2025,165,-63.97
ENIGMA AUTOMOBILES PVT LTD,2021,0,
ENIGMA AUTOMOBILES PVT LTD,2022,0,
ENIGMA AUTOMOBILES PVT LTD,2023,2,inf
ENIGMA AUTOMOBILES PVT LTD,2024,16,700.0
ENIGMA AUTOMOBILES PVT LTD,2025,0,-100.0
ENTICE IMPEX PVT LTD,2021,148,
ENTICE IMPEX PVT LTD,2022,188,27.03
ENTICE IMPEX PVT LTD,2023,588,212.77
ENTICE IMPEX PVT LTD,2024,1043,77.38
ENTICE IMPEX PVT LTD,2025,688,-34.04
ENVISION ELECTRIC VEHICLES PVT LTD,2021,0,
ENVISION ELECTRIC VEHICLES PVT LTD,2022,0,
ENVISION ELECTRIC VEHICLES PVT LTD,2023,0,
ENVISION ELECTRIC VEHICLES PVT LTD,2024,0,
ENVISION ELECTRIC VEHICLES PVT LTD,2025,14,inf
EPIROC MINING INDIA LTD,2021,1,
EPIROC MINING INDIA LTD,2022,0,-100.0
EPIROC MINING INDIA LTD,2023,0,
EPIROC MINING INDIA LTD,2024,0,
EPIROC MINING INDIA LTD,2025,0,
EPOWER VEHICLES PVT LTD,2021,62,
EPOWER VEHICLES PVT LTD,2022,43,-30.65
EPOWER VEHICLES PVT LTD,2023,31,-27.91
EPOWER VEHICLES PVT LTD,2024,13,-58.06
EPOWER VEHICLES PVT LTD,2025,12,-7.69
ERISHA E MOBILITY PVT LTD,2021,0,
ERISHA E MOBILITY PVT LTD,2022,0,
ERISHA E MOBILITY PVT LTD,2023,56,inf
ERISHA E MOBILITY PVT LTD,2024,55,-1.79
ERISHA E MOBILITY PVT LTD,2025,13,-76.36
ESCORTS CONSTRUCTION EQUIPMENT LTD,2021,15283,
ESCORTS CONSTRUCTION EQUIPMENT LTD,2022,12223,-20.02
ESCORTS CONSTRUCTION EQUIPMENT LTD,2023,122,-99.0
ESCORTS CONSTRUCTION EQUIPMENT LTD,2024,24,-80.33
ESCORTS CONSTRUCTION EQUIPMENT LTD,2025,24,0.0
ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),2021,72170,
ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),2022,72674,0.7
ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),2023,90713,24.82
ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),2024,87491,-3.55
ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),2025,58198,-33.48
ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),2021,3477,
ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),2022,3492,0.43
ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),2023,5011,43.5
ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),2024,5474,9.24
ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),2025,3232,-40.96
ESCORTS LTD,2021,0,
ESCORTS LTD,2022,2,inf
ESCORTS LTD,2023,0,-100.0
ESCORTS LTD,2024,0,
ESCORTS LTD,2025,1,inf
ESCORTS R&D CENTRE,2021,41,
ESCORTS R&D CENTRE,2022,23,-43.9
ESCORTS R&D CENTRE,2023,47,104.35
ESCORTS R&D CENTRE,2024,4,-91.49
ESCORTS R&D CENTRE,2025,0,-100.0
ESCORTS TRACTORS LTD,2021,9,
ESCORTS TRACTORS LTD,2022,9,0.0
ESCORTS TRACTORS LTD,2023,4,-55.56
ESCORTS TRACTORS LTD,2024,25,525.0
ESCORTS TRACTORS LTD,2025,13,-48.0
ESSAR ENGINEERING,2021,30,
ESSAR ENGINEERING,2022,30,0.0
ESSAR ENGINEERING,2023,21,-30.0
ESSAR ENGINEERING,2024,15,-28.57
ESSAR ENGINEERING,2025,1,-93.33
ESSAR ENGINEERING MAYURBHANJ BARIPADA,2021,0,
ESSAR ENGINEERING MAYURBHANJ BARIPADA,2022,1,inf
ESSAR ENGINEERING MAYURBHANJ BARIPADA,2023,0,-100.0
ESSAR ENGINEERING MAYURBHANJ BARIPADA,2024,7,inf
