S No,Maker,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
1164,SIDDHESWARI WELDING WORKS,0,0,2,0,0,0,0,0,0,0,0,0,2
1165,SIDDHI ENGINEERING WORKS,2,4,2,5,2,2,4,2,4,3,2,6,38
1166,SIDDHIVINAYAK ENGINEERING,0,0,0,0,0,1,0,0,2,0,0,0,3
1167,SIDHI DURGA ENGINEERING,1,4,7,6,4,7,5,3,1,2,10,7,57
1168,SIGMACON EQUIPMENT LLP,0,0,0,1,0,0,0,0,0,0,0,0,1
1169,SINGHAL ENTERPRISES,5,1,1,0,7,4,5,3,3,2,6,1,38
1170,SINGH ENGINEERING WORKS,0,4,1,1,0,0,0,0,1,1,0,0,8
1171,SIRF INDIA VEHICLES PVT LTD,0,0,1,2,1,0,0,1,0,0,0,0,5
1172,SIWACH STEEL PVT LTD,5,5,3,14,16,14,6,14,8,3,2,8,98
1173,SIX SENSES AUTOMOTIVE PVT LTD,0,0,0,0,0,0,0,0,2,1,1,0,4
1174,SJ BIZ SOLUTIONS PVT LTD,0,1,0,0,0,0,0,0,0,0,0,0,1
1175,SKB ENGINEERING WORKS AP117952626,0,0,2,0,0,0,0,0,0,0,0,0,2
1176,SKODA AUTO AS,0,0,1,1,0,0,0,0,0,0,0,0,2
1177,SKODA AUTO INDIA PVT LTD,63,88,87,105,196,128,93,66,2,1,1,4,834
1178,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,5554,5389,7186,7836,7375,7137,6509,6673,6232,7601,6606,6995,81093
1179,SKS AUTOMOBILES (I) PVT LTD,0,0,0,0,0,2,1,0,0,1,0,1,5
1180,SKS TRADE INDIA PVT LTD,317,341,351,317,447,585,666,672,682,696,690,568,6332
1181,S. K. TRAILER,0,0,1,2,0,1,1,1,0,0,1,0,7
1182,SKYRIDE AUTOMOTIVE,11,15,6,5,1,4,12,5,10,12,7,2,90
1183,SMART ELECTRO MOTORS,5,9,4,2,9,1,5,2,2,0,7,2,48
1184,SML ISUZU LTD,541,536,675,816,870,973,986,869,747,602,599,598,8812
1185,SMV,9,26,46,59,37,48,38,16,4,0,0,0,283
1186,SN SOLAR ENERGY,1,0,0,0,0,2,0,2,6,4,7,1,23
1187,SOLANKE ENGINEERING WORKS,0,0,0,6,1,0,0,1,3,0,3,2,16
1188,SONALIKA INTERNATIONAL TRACTORS LIMITED,6,9,9,4,8,8,8,8,7,3,11,10,91
1189,SONI E VEHICLE PVT LTD,20,19,20,26,23,10,19,8,11,7,9,1,173
1190,SONU MONU TRACTOR,0,0,0,0,0,0,1,0,0,0,0,0,1
1191,SPEED AUTO TECH,0,0,0,0,0,0,0,0,0,0,0,8,8
1192,SPEED CRAFTS LIMITED,0,0,0,0,0,0,0,0,0,0,1,0,1
1193,SPEEDWAYS ELECTRIC,0,0,1,0,0,0,0,0,0,0,0,0,1
1194,SPEEGO VEHICLES CO PVT LTD,249,244,346,286,268,371,328,392,380,277,318,274,3733
1195,SPEEGO VEHICLES PVT. LTD,10,13,6,9,9,10,18,8,20,3,24,15,145
1196,"S P TRADING, KHURDA",1,4,6,6,5,5,6,3,2,0,3,2,43
1197,S R AGRICULTURE EQUIPMENTS CO (P) LTD,5,3,6,0,4,0,2,0,0,0,2,1,23
1198,SRD RENEWABLES,67,87,94,94,110,63,138,120,164,98,164,23,1222
1199,"SRI AGENCY & FABRICATION,GOPINATH NAGAR,BERHAMPUR",0,0,1,1,0,2,0,20,0,0,0,0,24
1200,"SRIAGENCY & FABRICATOR,BHMPUR",0,0,0,0,0,0,0,1,0,0,0,0,1
1201,"SRI GANESH ENG WORKS, HALADIAPADAR, GANJAM",0,0,0,1,1,2,0,0,1,0,0,0,5
1202,SRI LAKSHMI ENGINEERING INDUSTRIES,0,1,0,0,0,0,0,0,1,0,0,3,5
1203,SRI MANJU INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,1,1
1204,SRI MANJU TRAILERS,0,0,0,1,0,0,0,0,0,0,0,0,1
1205,SRI NANDISHWARA ENGINEERING WORKS,0,0,0,0,1,1,0,1,0,0,1,1,5
1206,SRI SAI AGRICULTURAL EQUIPMENT,11,17,15,19,16,10,6,1,10,3,8,5,121
1207,"SRI.TIRUMALA AGRO SALES, CHARBAHAL",2,0,0,0,0,0,0,0,0,0,1,0,3
1208,SRIVARU MOTORS PVT LTD,7,4,3,13,5,3,5,9,4,2,3,2,60
1209,SRI VELMURUGAN ENGINEERING WORKS,0,0,2,1,0,1,0,1,0,0,0,0,5
1210,S S AGRO INDUSTRIES,1,1,1,3,0,0,0,0,0,0,0,0,6
1211,S.S. AGRO TECH,0,2,3,1,0,0,0,1,2,0,0,2,11
1212,SSB INDISTRIES,77,99,81,112,133,160,121,143,210,172,256,184,1748
1213,SSEV ENTERPRISES PRIVATE LIMITED,0,0,0,6,6,18,25,40,86,49,69,41,340
1214,SSE WORKS LTD,0,0,1,0,0,0,0,0,0,0,0,0,1
1215,S S GLOBAL,0,2,0,2,2,1,2,1,0,0,1,0,11
1216,SSV TECHNOLOGIES,0,0,0,0,0,0,0,0,0,0,2,0,2
1217,STANDARD AGRICULTURE WORKS(R),10,2,0,6,1,0,0,1,0,1,3,0,24
1218,STANDARD COMBINES PVT LTD,0,0,0,0,1,0,1,0,0,0,1,2,5
1219,STANDARD CORPORATION INDIA LTD,9,10,7,15,11,15,6,19,6,3,13,16,130
1220,STAR AGRO INDUSTRIES,1,1,1,0,0,1,0,0,0,0,1,3,8
1221,STAR BULL E MOTORS,60,100,145,104,170,251,216,228,290,233,251,169,2217
1222,STAR IGLOBAL AUTOMOTIVE PVT LTD,10,11,7,11,17,22,18,17,20,21,24,46,224
1223,STAR WELDING WORKS,4,1,1,3,1,0,1,1,0,2,3,2,19
1224,SUBHADRA ENGINEERING NUAPADA,1,2,6,3,5,2,6,2,6,0,2,4,39
1225,SUBHLAXMI AGRO,0,0,0,0,0,0,1,0,0,0,0,3,4
1226,SUBRAMANYESWARA INDUSTRIES,1,4,9,3,3,6,7,0,6,2,6,4,51
1227,SUDHA ENGINEERING WORKS,2,0,1,1,0,3,1,0,1,0,0,6,15
1228,SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,0,0,0,0,0,0,0,0,0,0,9,2,11
1229,SUGANJI RARA ELECTRIC VEHICLE PVT LTD,2,0,0,0,1,0,0,1,0,0,0,0,4
1230,SUJAY ENGG ENTERPRISES,0,0,0,1,0,0,0,0,0,0,0,0,1
1231,SUKHDEV AGRO INDUSTRIES,0,1,2,1,2,1,0,1,0,0,0,2,10
1232,SUKHRAJ & SUKHRAJ INDUSTRIES,0,0,0,0,2,0,0,0,2,0,1,0,5
1233,SUMFONL AUTO TRADERS PVT LTD,6,33,3,4,2,3,2,1,1,2,8,12,77
1234,SUNIL AGRO ENGINEERING WORKS,4,4,5,3,4,0,1,2,1,3,0,5,32
1235,SUNKU AUTO LTD,0,1,0,0,0,0,0,0,0,0,0,0,1
1236,SUNSET TRADE PVT LTD,2,0,12,11,34,24,27,28,40,28,25,19,250
1237,SUNULTRA POWER SOLUTIONS PVT LTD,2,3,5,8,4,5,0,12,10,3,19,11,82
1238,SUPERECO AUTOMOTIVE CO,8,7,1,2,5,1,6,5,7,8,14,14,78
1239,SUPER METRO INDUSTRIES,20,40,26,55,67,54,94,178,161,120,128,63,1006
1240,SUPER STANDARD AGRO COMBINE,0,0,0,0,0,2,0,0,0,0,0,0,2
1241,SUPERTECH EV LIMITED,47,51,77,67,51,77,49,83,134,106,140,156,1038
1242,SUPREME SMART POWER PVT LTD,8,10,7,8,7,6,12,29,23,39,37,58,244
1243,SURAJ ENGINEERING WORKS,0,3,3,2,1,2,0,0,0,0,1,3,15
1244,SURENDERA AGRO INDUSTRIES,6,0,3,2,3,1,0,0,0,1,0,0,16
1245,SURINDERA AGRO INSDUSTRIES,0,14,15,7,8,6,7,5,5,1,6,11,85
1246,SURYA INDUSTRIES,2,2,5,0,2,2,4,1,0,2,2,1,23
1247,SURYA MOTORS,0,0,0,0,0,0,0,0,1,0,0,0,1
1248,SURYODAY MECHANICAL WORKS,0,0,0,0,0,1,0,0,0,0,0,0,1
1249,SUZUKI MOTORCYCLE INDIA PVT LTD,46720,46252,51846,46988,44857,52523,52003,57110,56907,67569,72476,53228,648479
1250,S.V.ENGINEERS,5,3,0,0,2,2,2,0,0,0,0,0,14
1251,SWADESH MOTORS AND TRACTORS LTD,1,1,9,0,0,3,1,0,0,0,0,0,15
1252,SWAMI ENGINEERING WORKS,0,1,0,0,0,0,0,0,2,0,0,0,3
1253,"SWAPNA FABRICATION WORKS,MALKANGIRI",2,0,0,1,0,0,0,0,0,0,1,0,4
1254,SWARAJ AUTOMOTIVES LTD,0,3,2,2,0,3,1,0,7,0,2,1,21
1255,SWARNCHAKRA AUTOMOBILES PVT LTD,0,0,0,0,3,0,4,0,0,0,0,0,7
1256,SWASTIK ENGINEERING WORKS,0,2,2,0,0,0,0,0,0,0,0,2,6
1257,SWITCH MOBILITY AUTOMOTIVE LTD,0,0,0,0,0,0,37,64,79,59,30,27,296
1258,SYAN AGRO INDUSTRY,2,22,25,10,9,1,1,5,9,6,4,10,104
1259,SYNDICATE AUTO COMPONENTS,15,15,6,22,28,26,12,19,29,9,20,26,227
1260,TADANO LIMITED,0,1,0,0,1,0,0,2,1,0,0,0,5
1261,TAFE LIMITED,6318,6233,7958,5985,7544,8076,7798,7488,7069,8165,9120,7880,89634
1262,TAO POWER PRIVATE LIMITED,1,0,1,0,0,0,0,0,3,1,0,0,6
1263,TARLE CONSTRUCTION EQUIPMENTS PVT LTD,0,0,0,0,0,0,0,0,1,0,0,1,2
1264,TATA ADVANCED SYSTEMS LTD,0,6,0,17,40,33,11,16,53,15,22,42,255
1265,TATA HITACHI CONSTRUCTION MACHINERY COMP. PVT LTD,69,67,79,88,58,71,78,66,72,64,99,87,898
1266,TATA HITACHI MACHINERY CONSTRUCTION LIMITED,5,2,8,8,5,6,7,1,1,6,9,8,66
1267,TATA INTERNATIONAL VEHICLE APPLICATIONS PVT LTD,0,1,0,0,0,1,0,4,0,0,0,0,6
1268,TATA MOTORS LTD,59062,35746,38441,36626,30244,30221,29373,29889,30792,29377,32684,28348,410803
1269,TATA MOTORS PASSENGER VEHICLES LTD,8050,28457,35792,36865,36329,37879,37253,39371,37702,49915,40727,36625,424965
1270,TAURUS ELECTRIC VEHICLES,17,16,10,6,26,20,41,11,19,35,19,14,234
1271,TEJASGREEN AUTOMOTIVE PVT LTD,0,1,0,6,5,7,9,6,4,1,3,0,42
1272,TELCO LTD,1,3,0,0,0,0,1,0,1,1,1,0,8
1273,TELSA INC,1,0,1,0,1,0,0,0,0,0,0,0,3
1274,TEREX CORPORATION,1,1,0,1,0,0,1,0,1,0,0,0,5
1275,TEREX EQUIPMENT PVT LTD,0,2,0,0,0,0,0,0,0,0,0,1,3
1276,TEREX INDIA PRIVATE LIMITED,0,0,1,0,0,0,0,0,4,4,6,1,16
1277,TERRA MOTORS INDIA PVT LTD,526,521,574,518,605,598,642,721,849,741,809,812,7916
1278,THE COMMERCIAL MOTORS LIMITED,10,9,4,4,12,16,5,3,7,1,6,2,79
1279,THUKRAL ELECTRIC BIKES PVT LTD,452,365,541,382,414,454,535,477,651,572,594,480,5917
1280,TI CLEAN MOBILITY PVT LTD,0,0,0,0,0,0,0,0,0,0,0,1,1
1281,TII INDIA PVT LTD,4,7,2,12,1,6,5,9,8,4,9,8,75
1282,TIL LIMITED,1,0,2,0,0,0,0,1,0,1,0,2,7
1283,TIL LTD,0,0,2,0,1,0,1,0,0,1,0,0,5
1284,TIRTH AGRO TECHNOLOGY PVT LTD,0,7,24,9,2,6,5,3,4,18,46,68,192
1285,TIRTH AGRO TECH.PVT.LTD,3,0,0,0,2,0,0,0,0,1,0,0,6
1286,TIRTH HYGIENE TECHNOLOGY PVT LTD,1,0,0,0,2,0,0,0,3,0,2,5,13
1287,TIRUPATI AGRO INDUSTRIES,5,5,2,2,4,3,0,1,0,0,0,0,22
1288,TITAGARH AGRICO (P) LTD,0,0,0,5,0,0,0,1,0,0,0,0,6
1289,TOGOR ENGINEERING WORKS,0,0,0,0,0,0,0,0,1,0,0,0,1
1290,TOP TEAM MACHINES PVT LTD,76,74,124,78,100,122,121,156,166,109,148,108,1382
1291,TORK MOTORS PVT LTD,0,0,0,4,0,0,36,60,48,80,33,58,319
1292,TOYOTA KIRLOSKAR MOTOR PVT LTD,11334,8012,11197,13576,12109,12829,13278,15755,13607,14179,12746,10465,149087
1293,TOYOTA MATERIAL HANDLING INDIA PVT LTD,7,10,30,20,1,9,15,7,8,13,11,5,136
1294,TPS INFRASTRUCTURE LTD,0,0,1,0,5,3,0,1,1,1,1,2,15
1295,TRACLAXX TRACTORS PVT LTD,5,2,1,8,3,12,2,0,1,0,20,32,86
1296,TRACLAXX TRACTORS PVT.LTD,0,1,0,0,0,0,0,0,0,0,0,0,1
1297,TRACTOR VANDANA GREEN,1,2,1,1,0,1,2,0,1,0,1,0,10
1298,TRANS MECH SYSTEMS,4,0,2,0,0,0,0,2,0,0,0,0,8
1299,TRANSPORT ENGINEERING SOLUTIONS INDIA PVT LTD,18,0,0,0,25,0,25,34,12,0,0,10,124
1300,TRATEC ENGINEERS PVT LTD,0,5,4,2,3,4,0,7,0,12,9,9,55
1301,TRIMURTI AGRO INDUSTRIES,0,0,2,0,1,0,0,1,0,0,4,1,9
1302,TRIMURTI INDUSTRIES,9,0,0,0,0,0,1,3,0,0,0,0,13
1303,TRIMURTI TRAILER,1,2,0,1,0,0,0,0,0,0,0,0,4
1304,TRINITY ELECTRIC VEHICLES PVT LTD,0,0,1,2,0,4,1,1,0,0,0,0,9
1305,TRISHIKA INDUSTRIES,79,74,106,101,83,99,100,210,146,130,110,117,1355
1306,TRISHUL TRACTORS PVT. LTD.,0,0,0,1,0,0,1,0,1,4,0,0,7
1307,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,99,78,126,67,85,78,95,88,65,95,81,57,1014
1308,TSM ENGINEERING PVT LTD,0,0,1,1,0,1,0,0,0,0,0,12,15
1309,TSR TRADE COM,1,0,7,0,0,0,1,1,2,2,6,9,29
1310,TUFAN MOTORS PVT LTD,26,18,26,43,31,36,40,22,49,35,30,35,391
1311,T U K INDUSTRIES,61,55,76,86,77,115,115,115,151,111,137,141,1240
1312,TULJABHAWANI AGRO INDUSTRIES,0,0,4,0,2,2,0,0,1,1,1,0,11
1313,TULSI TRAILER,1,0,2,1,0,3,2,0,0,1,2,0,12
1314,TUNWAL E MOTORS PVT LTD,0,0,0,3,12,5,7,1,2,12,6,10,58
1315,TVS MOTOR COMPANY LTD,182541,171890,199820,198281,187588,181089,182605,195920,180180,267312,273319,177925,2398470
1316,TWASHTRE AUTOMOTIVE PVT LTD,0,0,0,0,0,0,1,1,0,0,2,2,6
1317,TWINKLE TRADCOM PVT LTD,31,42,31,39,26,25,53,19,64,44,38,64,476
1318,TWO FRIENDS AUTO ELECTRIC PVT LTD,144,159,160,166,242,183,232,275,303,323,263,274,2724
1319,TYST DRIVE INDIA PVT LTD,2,7,3,1,2,4,7,6,3,3,1,2,41
1320,UMA  AUTO INDUSTRIES PVT. LTD,7,0,2,0,0,0,0,0,16,2,5,2,34
1321,UMA MOTORS,11,29,19,24,22,7,14,12,22,11,8,12,191
1322,UNIPAVE ENGINEERING PRODUCTS,0,1,0,0,1,0,0,0,0,2,0,1,5
1323,UNIQUE ENTERPRISES,92,76,119,81,79,188,141,180,124,218,170,203,1671
1324,UNIQUE INTERNATIONAL,679,601,770,710,783,1055,878,995,1040,837,1088,815,10251
1325,UNITED KINGDOM GROVE,1,4,1,0,2,0,0,1,3,0,0,0,12
1326,UNITED TRANSMOVERS PVT LTD,7,8,16,30,17,37,43,23,46,22,36,36,321
1327,UNITER ENGINEERING PRODUCTS,0,0,0,0,1,0,0,0,0,0,0,0,1
1328,U P TELELINKS LIMITED,0,0,0,0,0,0,0,0,0,0,15,0,15
1329,U.P. TELELINKS LIMITED,56,66,83,141,103,135,187,191,296,176,300,245,1979
1330,URAL INDIA LTD.,0,1,0,0,0,0,0,0,0,0,0,0,1
1331,URWASHI ENTERPRISES,0,5,9,5,4,11,40,20,15,28,9,10,156
1332,UTKAL INDUSTRIES,1,3,1,4,3,2,1,0,1,0,0,0,16
1333,UTTAM CONSTRUCTION EQUIPMENTS,9,6,7,8,7,5,4,5,11,8,7,7,84
1334,VAHAK FUTURE SOLUTIONS LLP,0,1,0,3,3,2,0,2,2,0,1,3,17
1335,VANDANA TRAILORS AND BODY MFG PVT LTD,0,0,0,0,4,0,0,0,0,1,0,0,5
1336,VANI ELECTRIC VEHICLES PVT LTD,349,348,535,460,476,408,482,572,620,475,703,541,5969
1337,VARUN INDUSTRIES,0,1,0,0,0,0,0,1,0,0,0,0,2
1338,VASHAN AGRICULTURE WORKS,1,2,7,1,2,2,1,1,3,0,0,2,22
1339,VEANCO AUTOMOTIVES PVT LTD,1,0,0,0,0,0,0,0,5,0,0,0,6
1340,VE COMMERCIAL VEHICLES LTD,4699,4159,4858,5797,4855,4868,4771,4632,5004,5373,5697,4464,59177
1341,VE COMMERCIAL VEHICLES LTD (VOLVO BUSES DIVISION),1,11,14,10,2,1,5,5,4,15,21,16,105
1342,VECTRA ADVANCED ENGINEERING (P) LTD,0,0,4,2,0,2,0,0,0,0,0,1,9
1343,VEECTERO E VEHICLES LLP,4,1,8,8,4,7,17,16,14,7,37,9,132
1344,VEERBHADRA ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,1,2,0,3
1345,VEHICLE FACTORY JABALPUR,0,10,8,19,0,16,0,0,7,14,0,1,75
1346,VENKATESHWARA ENGINEERING WORK,0,0,0,0,4,2,0,0,0,2,9,0,17
1347,VENKATESHWAR AGRO INDUSTRIES,2,1,1,0,0,1,0,1,1,0,0,2,9
1348,VENUS AUTO WHEELS PVT LTD,31,31,32,40,37,38,29,28,28,36,32,36,398
1349,VENUS EQUIPMENT,2,3,4,3,8,11,3,4,1,6,3,5,53
1350,VERT EQUIPMENT PVT LTD,0,0,0,0,0,0,0,3,1,1,3,0,8
1351,VICTORIA E VEHICLES PVT. LTD,0,0,0,0,0,0,0,0,0,1,1,8,10
1352,VICTORY ELECTRIC INTERNATIONAL,127,96,144,110,171,195,190,250,235,176,262,192,2148
1353,VIDARBHA TRAILERS,0,1,0,0,0,0,0,3,2,0,0,0,6
1354,VIJAYA ELECTRIC AUTO PVT LTD,4,3,28,14,19,12,4,26,10,15,27,31,193
1355,VIJAY AGRICULTURAL INDUSTRIES,0,1,0,1,0,0,0,0,0,0,0,0,2
1356,VIJAYA INDUSTRIES,0,0,0,0,12,15,13,10,0,4,8,4,66
1357,VIJAYALAKSHIMI ENGG WORKS,4,2,3,0,0,1,2,0,0,2,0,0,14
1358,VIJAYALAKSHMI INDUSTRIES,0,0,1,0,0,0,1,1,0,1,0,0,4
1359,VIJAY ENGINEERING WORKS,17,12,5,18,16,10,11,15,5,2,2,1,114
1360,VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,37,41,98,80,110,65,101,145,154,151,250,123,1355
1361,VIJAYSHREE AUTOCOM LIMITED,10,11,18,10,9,25,28,39,26,22,25,25,248
1362,VIKAS AGRO INDUSTRIES,0,0,0,1,2,0,0,0,0,1,0,0,4
1363,VIKRANT ENGINEERING,12,8,6,12,4,13,9,5,9,4,6,11,99
1364,VIMAL UNIVERSAL TRADE PVT LTD,8,1,22,21,28,26,33,42,65,60,56,45,407
1365,VINA ENGINEERING WORKS,6,6,7,0,2,0,2,0,0,1,0,0,24
1366,VINCI INDUSTRIAL CORPORATION,0,1,1,0,3,1,1,0,0,0,0,2,9
1367,VINTAGE VEHICLES,71,22,88,2,91,106,95,78,24,6,11,7,601
1368,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,0,0,0,0,1,0,0,0,1,0,0,0,2
1369,VISHAL AGRICULTURAL WORKS,1,3,7,2,1,0,2,5,1,0,0,1,23
1370,VISHAL ENTERPRISES,6,7,4,0,3,2,13,4,11,87,2,1,140
1371,VISHAVKARMA AGRO INDUSTRIES,0,1,0,0,0,0,0,0,0,0,1,0,2
1372,VISHAVKARMA ENGINEERING WORKS,2,20,38,14,15,2,2,3,11,12,11,19,149
1373,VISHVAS TRACTORS LTD.,0,0,0,1,1,1,0,0,0,0,0,0,3
1374,VISHWAKARMA AGRICULTURE UDHYOG,2,8,20,6,10,4,5,2,8,2,10,9,86
1375,VISHWAKARMA GNG INDUSTRY,0,0,0,1,0,1,0,1,0,0,1,2,6
1376,VISHWARUP ENTERPRISE,0,0,0,0,0,0,0,0,1,0,1,0,2
1377,VISHWAS EQUIPMENT,0,0,0,0,0,0,0,1,0,0,0,0,1
1378,VISWAKARMA AGRO INDUSTRIES,1,0,1,1,0,1,0,1,0,0,0,1,6
1379,"VISWANATH INDUSTRIES,BBSR",3,4,3,2,8,5,4,2,3,4,2,6,46
1380,VITAN JAGADA AUTOMOBILE PVT LTD,0,0,0,0,0,0,0,0,0,0,0,2,2
1381,VMT INDUSTRIES PVT LTD,2,18,12,12,14,16,12,12,19,16,12,11,156
1382,VOLKSWAGEN AG,11,6,6,1,4,2,1,1,0,0,0,0,32
1383,VOLKSWAGEN INDIA PVT LTD,42,36,55,57,54,29,38,27,1,1,2,3,345
1384,VOLTAS LIMITED,7,6,1,7,0,5,0,11,0,0,0,0,37
1385,VOLVO AUTO INDIA PVT LTD,146,106,144,130,130,115,115,116,123,154,167,160,1606
1386,VOLVO CE INDIA PRIVATE LIMITED,17,43,55,29,36,48,53,34,61,29,46,50,501
1387,"""VOLVO GROUP INDIA PVT LTD""",66,46,118,110,90,116,102,95,76,60,53,91,1023
1388,VOLVO TRUCKS CORPORATION,0,0,0,0,0,0,0,1,0,0,1,0,2
1389,VRINDA ENTERPRISES,1,4,2,2,13,44,68,66,63,54,91,38,446
1390,V R WELDING WORKS,0,0,0,1,0,0,0,0,0,0,0,0,1
1391,VSL INDUSTRIES,3,0,1,0,0,1,0,0,1,1,0,0,7
1392,V S TRAILERS,1,0,1,0,0,1,0,0,0,0,0,0,3
1393,V.S.T. TILLERS TRACTORS LIMITED,414,419,570,358,364,342,377,382,539,523,492,461,5241
1394,VST TILLER TRACTOR LTD,0,0,0,0,0,0,0,1,0,0,0,0,1
1395,V.T. ENGINEERING,6,3,1,8,10,7,9,6,3,0,1,5,59
1396,V.V.A.AUTO INDUSTRIES PVT.LTD,1,6,10,2,6,5,9,8,10,3,6,6,72
1397,WAKEN MULTITECH PVT LTD,0,0,0,0,0,0,0,0,1,0,0,0,1
1398,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,0,0,0,0,0,0,8,13,42,62,94,95,314
1399,WASAN E-MOBILITY SOLUTIONS PVT LTD,0,0,0,0,0,0,0,1,1,1,6,4,13
1400,WASIM MEERA ENGG WORKS,1,9,16,6,14,13,2,3,7,0,1,3,75
1401,WELKIN HEALTHCARE PVT LTD,0,0,35,30,5,8,3,4,2,2,25,0,114
1402,WHITE CARBON MOTORS PVT LTD,18,7,5,6,5,4,5,8,5,4,6,9,82
1403,WILLYS INDIA LTD,0,3,0,1,0,0,0,0,1,0,0,1,6
1404,WIRTGEN INDIA PVT LTD,19,21,44,42,42,38,17,19,20,17,17,44,340
1405,WISENT INFRATECH LLP,0,0,0,1,3,3,0,1,2,0,2,4,16
1406,WOX COOLERS PVT LTD,0,0,0,0,0,0,0,0,0,1,0,0,1
1407,WUXI DONGMA (IMPORTER: DYNAM PRECISION),0,0,0,2,0,0,2,0,0,2,0,0,6
1408,WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),0,0,0,0,0,0,0,0,0,0,1,1,2
1409,WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),0,0,0,0,0,0,0,0,2,0,1,1,4
1410,WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),0,0,0,0,0,0,0,0,0,0,1,5,6
1411,WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),0,0,0,0,0,0,0,0,0,0,2,10,12
1412,WUXI SAIGE (IMPORTER: WARIVO MOTOR),0,0,0,0,0,0,0,0,0,0,2,1,3
1413,WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),0,0,0,0,0,0,0,0,0,0,1,14,15
1414,XCMG CONSTRUCTION MACHINERY CO. LTD.,1,1,1,0,0,2,0,0,0,0,0,1,6
1415,"XUZHOU CONSTRUCTION MACHINERY GROUP CO. LTD, CHINA",1,2,3,8,5,5,8,9,11,11,26,2,91
1416,XXPLORE AUTOMATIVE PVT LTD,0,0,0,0,0,0,0,0,0,0,5,7,12
1417,XXPLORE AUTOMOTIVE PVT. LIMITED,0,0,1,3,3,2,1,1,0,1,3,0,15
1418,XYZ1,0,0,3,0,0,3,3,10,6,4,12,16,57
1419,XYZ2,0,0,0,0,0,0,1,3,0,1,1,1,7
1420,YAARI AUTOMOBILES PVT LTD,0,0,0,0,0,0,1,0,0,0,0,0,1
1421,YAGYAPRIYAA CONSTRUCTION EQUIPMENT INDIA PVT LTD,0,0,0,0,0,0,0,0,0,3,0,1,4
1422,YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),0,0,1,3,2,2,1,3,4,3,5,1,25
1423,YANGGUANG LINGMU (IMPORTER: DURGA FILTERS),0,0,0,0,0,0,0,0,0,1,0,0,1
1424,YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),0,0,0,0,0,0,0,0,0,1,9,3,13
1425,YANMAR CONST EQUIP CO,0,0,1,0,0,0,0,0,0,0,0,0,1
1426,YASH AGRO ENGINEERING WORKS,0,3,4,0,0,0,1,2,1,1,0,1,13
1427,YC ELECTRIC VEHICLE,1813,1971,2624,2023,2208,2574,2704,2070,2885,3327,3307,2629,30135
1428,YC ELECTRIC VEHICLE PVT LTD,9,12,17,17,15,9,10,6,4,10,9,10,128
1429,YESH TRAILER,1,0,0,0,0,0,0,0,0,0,0,0,1
1430,YUVRAJ AGRICULTURE WORKS,0,0,0,0,0,1,0,0,0,0,0,0,1
1431,YUVRAJ INTERNATIONAL,0,0,0,1,1,0,0,0,2,0,1,0,5
1432,ZAP (HK) (IMPORTER: IZANAU ELECTRIC),0,0,0,0,3,3,5,3,5,6,6,4,35
1433,ZENIAK INNOVATION INDIA LTD,109,102,178,99,144,130,143,99,136,97,179,146,1562
1434,ZENTHIUM EV PVT LTD,12,10,13,1,12,9,24,11,18,35,51,28,224
1435,ZEOPLUS AXIS INDIA PVT. LTD.,0,0,0,4,0,0,19,51,54,55,104,99,386
1436,ZERO 21 RENEWABLE ENERGY SOLUTIONS PVT LTD,0,0,0,0,0,0,0,0,1,1,1,0,3
1437,ZESAR MOTORS PVT LTD,1,0,4,2,15,0,1,0,0,0,0,0,23
1438,ZHEJIANG CFMOTO (IMPORTER: ADISHWAR AUTO),0,0,0,0,0,0,0,0,0,1,4,5,10
1439,ZHEJIANG CHANGLING (IMPORTER: ADISHWAR AUTO),0,0,0,0,0,0,0,0,6,37,32,15,90
1440,ZHEJIANG LANGXIANG (IMPORTER: ROUTE AUTO ELECTRIC),0,0,0,0,0,1,0,0,0,0,0,0,1
1441,ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),0,0,0,3,0,4,5,1,0,3,4,2,22
1442,ZHEJIANG MORNI (IMPORTER: ADISHWAR AUTO),0,0,0,0,0,0,0,0,0,0,2,6,8
1443,ZOHAN TRADERS AND BIG METRO,0,0,0,0,0,0,0,0,0,0,0,5,5
1444,ZOOMLION INDIA PVT LTD,28,11,18,10,16,9,12,6,10,8,9,9,146
