S No,Maker,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
293,DYNAPAC ROAD CONSTRUCTION EQUIPMENT INDIA PVT LTD,10,14,8,1,9,7,9,10,16,12,12,14,122
294,DYS IMPEX PRIVATE LIMITED,25,32,20,40,26,43,80,82,131,124,66,82,751
295,EAGLE AUTO PEARL PVT,0,0,0,0,0,1,0,0,0,0,0,0,1
296,E-ASHWA AUTOMOTIVE PVT LTD,29,10,22,33,20,16,18,24,16,23,6,23,240
297,EBUZZ MOBILITY LLP,0,0,1,1,1,1,1,2,0,1,2,7,17
298,ECO DYNAAMIC EQUIPMENTS,2,2,30,2,2,2,5,5,7,8,5,4,74
299,ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,1,0,0,0,0,0,0,0,0,0,0,0,1
300,ECO FUEL SYSTEMS (I) PVT LTD,52,38,59,42,38,36,48,79,71,33,58,41,595
301,ECO SMART VEHICLES PVT LTD,45,95,72,76,87,118,125,146,83,144,106,148,1245
302,ECOYAN ELECTRIC MOTOR VEHICLES PVT LTD,0,0,0,0,3,1,1,1,0,0,1,0,7
303,EDMRC MANNSCHAFT LLP,7,9,5,5,6,14,4,17,5,9,0,8,89
304,EEVEE ENGINEERING PVT LTD,0,0,0,1,0,0,0,0,0,0,0,0,1
305,EFEV CHARGING SOLUTION PVT LTD,24,23,12,19,30,24,49,71,63,70,81,60,526
306,E-GURU AUTO ENERGY,1,11,8,2,4,4,16,8,9,17,9,36,125
307,EICHER MOTORS LTD,5,1,5,2,2,3,2,1,3,4,2,2,32
308,EICHER TRACTORS,4905,3936,5138,3220,4509,4988,6804,4963,3750,4267,4530,5647,56657
309,EIMCO ELECON,0,0,0,0,2,1,0,0,0,0,0,0,3
310,ELECTRA INTERNATIONAL,3,0,0,2,0,0,0,0,0,0,0,2,7
311,ELECTRECA VEHICLES,9,10,15,8,7,7,6,4,4,1,1,1,73
312,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),0,0,2,4,1,10,8,5,6,2,4,1,43
313,ELECTROTECH TRANSMISSION PVT LTD,0,0,0,0,0,0,0,0,1,0,0,0,1
314,ELECTROTHERM (INDIA) LIMITED,0,1,3,0,0,0,0,0,0,0,0,0,4
315,ELEPHANTA INDUSTRIES PVT LTD,1,1,2,0,2,0,0,0,0,0,5,0,11
316,ELITE AUTO ENGINEERS PVT LTD,95,73,76,92,69,79,108,85,136,116,81,190,1200
317,ELSA CONCRETING MACHINERY INDIA PVT LTD,2,2,1,2,0,2,0,1,0,0,2,1,13
318,ELTHOR ENERGY PRIVATE LIMITED,44,26,32,18,22,20,13,17,6,14,10,8,230
319,E-MOTION AUTOMOTIVE INDUSTRY LLP,21,37,52,39,43,35,44,49,37,30,38,45,470
320,ENERGY ELECTRIC VEHICLES,605,694,760,677,781,833,1050,1067,1155,1120,1080,1262,11084
321,ENGINIA VEHICLES PVT LTD,0,0,0,3,3,13,18,30,32,40,33,16,188
322,ENGTIAN ELECTRIC BIKE PVT LTD,48,47,22,30,35,34,39,83,16,18,44,56,472
323,ENIGMA AUTOMOBILES PVT LTD,0,0,0,0,0,0,0,0,0,1,0,1,2
324,ENTICE IMPEX PVT LTD,21,16,37,31,40,35,48,89,60,74,68,69,588
325,EPOWER VEHICLES PVT LTD,2,0,3,0,1,2,2,12,5,3,0,1,31
326,ERISHA E MOBILITY PVT LTD,0,0,0,0,1,5,12,9,9,6,8,6,56
327,E ROYCE MOTORS INDIA PVT LTD,1,16,34,92,190,297,317,235,111,4,2,2,1301
328,ESCORTS CONSTRUCTION EQUIPMENT LTD,21,15,9,4,6,49,7,4,1,1,4,1,122
329,ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),7677,7352,9021,6259,7675,10218,8538,7434,5833,6268,6273,8165,90713
330,ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),330,394,428,402,443,390,386,406,384,504,467,477,5011
331,ESCORTS R&D CENTRE,3,1,2,11,16,9,1,0,1,1,1,1,47
332,ESCORTS TRACTORS LTD,0,0,0,1,2,0,0,1,0,0,0,0,4
333,E-SPRINTO GREEN ENERGY PVT LTD,0,0,0,0,3,11,3,25,33,14,15,12,116
334,ESSAR ENGINEERING,2,6,5,2,2,1,0,1,1,0,0,1,21
335,ETRIO AUTOMOBILES PVT LTD,3,12,8,8,11,7,10,6,14,1,3,1,84
336,EULER MOTORS PVT LTD,68,112,273,222,148,194,282,245,186,276,255,337,2598
337,EVAGE AUTOMOTIVE PVT LTD,0,0,0,6,0,0,0,0,11,11,0,16,44
338,EVBHARAT RANGE PRIVATE LIMITED,1,1,2,2,1,2,12,5,2,1,2,0,31
339,EVCO AUTOMOBILES PVT LTD,0,0,0,0,0,0,0,0,0,0,0,14,14
340,EVERVE MOTORS PVT LTD,0,0,0,1,0,0,0,0,0,0,0,0,1
341,EVEX AUTO INDIA PVT LTD,17,13,12,14,60,12,17,4,4,4,3,6,166
342,EVTRIC MOTORS PVT LTD,50,46,49,50,70,50,62,49,41,29,28,16,540
343,EXERVAL PVT LTD,6,11,9,8,12,4,5,16,3,2,2,5,83
344,EXIDE INDUSTRIES LTD,139,171,189,169,184,207,193,219,211,232,233,232,2379
345,EXTRA FAST SOLUTIONS,21,26,22,12,37,56,47,76,53,90,91,83,614
346,EXTREME MOTORS,24,15,14,27,12,25,21,19,11,20,21,9,218
347,FARMTECH AGRO INDUSTRIES,0,1,0,1,0,5,2,0,0,0,0,1,10
348,FCA INDIA AUTOMOBILES PRIVATE LIMITED,879,697,828,694,665,583,529,522,427,481,524,502,7331
349,FEDE INDUSTRIES PVT LTD,47,68,64,63,98,70,77,70,65,118,77,83,900
350,FERRARI INDIA PRIVATE LIMITED,3,3,4,1,2,3,1,1,0,0,2,5,25
351,FERRARI SPA,3,0,2,3,4,1,1,2,3,1,1,2,23
